_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,351.0,351.0,0.0,0.0,351.0,0.0,3.0,351.0,0.0,0.0,0.0,351.0,3.0,0.0,351.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,433.65081995,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,19.0,symm_kitchen_carrot,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,7.5737207373,-7.5737207373,384.0,0.0,384.0,-187.0,-6.0,correction awayHandle,-66.0,188.0,-0.456221198157,5.75510204082,-0.456221198157,91.5,15.0,199.0,0.103686635945,6.09183673469,0.103686635945,246.5,-19.0,170.0,-0.13133640553,5.20408163265,-0.13133640553,2079.6
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,352.0,352.0,0.0,0.0,352.0,0.0,3.0,352.0,0.0,0.0,0.0,352.0,3.0,0.0,352.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,319.238477999,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,21.0,symm_kitchen_roller,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-9.0084671408,9.0084671408,384.0,0.0,384.0,-195.0,-6.0,correction awayHandle,-27.0,186.0,-0.144385026738,6.88888888889,-0.144385026738,207.6,21.0,193.0,0.112299465241,7.14814814815,0.112299465241,2511.7,,,,,,
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,353.0,353.0,0.0,0.0,353.0,0.0,3.0,353.0,0.0,0.0,0.0,353.0,3.0,0.0,353.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,400.163862296,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,19.0,asymm_kitchen_spoon,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,20.2982223524,-20.2982223524,384.0,0.0,384.0,-231.0,-7.0,correction awayHandle,48.0,231.0,0.260397830018,8.55555555556,-0.260397830018,89.9,2.0,240.0,0.0108499095841,8.88888888889,-0.0108499095841,1915.5,33.0,255.0,0.179023508137,9.44444444444,-0.179023508137,2951.3
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,354.0,354.0,0.0,0.0,354.0,0.0,3.0,354.0,0.0,0.0,0.0,354.0,3.0,0.0,354.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,392.635036482,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,21.0,asymm_kitchen_fork,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-26.9061044361,26.9061044361,384.0,0.0,384.0,211.0,6.0,correction awayHandle,95.0,-201.0,0.508021390374,-6.21649484536,0.508021390374,90.7,139.0,-215.0,0.743315508021,-6.64948453608,0.743315508021,2770.6,70.0,-208.0,0.374331550802,-6.43298969072,0.374331550802,3430.6
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,355.0,355.0,0.0,0.0,355.0,0.0,3.0,355.0,0.0,0.0,0.0,355.0,3.0,0.0,355.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,467.162470524,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,leveller,NA,NA,21.0,symm_garage_leveller,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,8.226194568,-8.226194568,384.0,0.0,384.0,226.0,6.0,correction awayHandle,42.0,-225.0,0.253012048193,-5.92105263158,-0.253012048193,89.4,-34.0,-220.0,-0.204819277108,-5.78947368421,0.204819277108,380.5,5.0,-239.0,0.0301204819277,-6.28947368421,-0.0301204819277,1793.1
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,356.0,356.0,0.0,0.0,356.0,0.0,3.0,356.0,0.0,0.0,0.0,356.0,3.0,0.0,356.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,367.664205935,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,20.0,asymm_kitchen_washingbrush,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-30.890600737,30.890600737,384.0,0.0,384.0,204.0,6.0,correction awayHandle,-33.0,-209.0,-0.187145557656,-4.82307692308,-0.187145557656,91.7,84.0,-209.0,0.476370510397,-4.82307692308,0.476370510397,194.5,21.0,-202.0,0.119092627599,-4.66153846154,0.119092627599,1643.1
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,357.0,357.0,0.0,0.0,357.0,0.0,3.0,357.0,0.0,0.0,0.0,357.0,3.0,0.0,357.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,434.670776498,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,20.0,asymm_garage_screwdriver,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-52.2942797261,52.2942797261,384.0,0.0,384.0,-186.0,-6.0,correction towardsHandle,11.0,186.0,0.062381852552,6.88888888889,-0.062381852552,392.7,,,,,,,,,,,,
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,358.0,358.0,0.0,0.0,358.0,0.0,3.0,358.0,0.0,0.0,0.0,358.0,3.0,0.0,358.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,491.764557691,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,21.0,asymm_kitchen_peeler,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,0.4901505223,-0.4901505223,384.0,0.0,384.0,-235.0,-7.0,correction awayHandle,-35.0,235.0,-0.241935483871,10.6818181818,-0.241935483871,89.7,47.0,243.0,0.324884792627,11.0454545455,0.324884792627,301.5,-86.0,226.0,-0.594470046083,10.2727272727,-0.594470046083,1714.9
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,359.0,359.0,0.0,0.0,359.0,0.0,3.0,359.0,0.0,0.0,0.0,359.0,3.0,0.0,359.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,410.249274925,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,19.0,asymm_garage_mallet,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-27.0870747767,27.0870747767,384.0,0.0,384.0,-220.0,-7.0,correction awayHandle,75.0,222.0,0.46106557377,3.33,0.46106557377,91.3,-1.0,219.0,-0.00614754098361,3.285,-0.00614754098361,236.8,34.0,217.0,0.209016393443,3.255,0.209016393443,2908.0
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,360.0,360.0,0.0,0.0,360.0,0.0,3.0,360.0,0.0,0.0,0.0,360.0,3.0,0.0,360.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,325.161863387,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,22.0,asymm_garage_hammer,no,4.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-34.1420391711,34.1420391711,384.0,0.0,384.0,-176.0,-6.0,correction awayHandle,1.0,170.0,0.00603621730382,2.64248704663,0.00603621730382,213.0,75.0,170.0,0.452716297787,2.64248704663,0.452716297787,501.1,,,,,,
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,361.0,361.0,0.0,0.0,361.0,0.0,3.0,361.0,0.0,0.0,0.0,361.0,3.0,0.0,361.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,355.167017105,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,20.0,asymm_kitchen_sharpeningsteel,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-22.2082942494,22.2082942494,384.0,0.0,384.0,208.0,6.0,correction towardsHandle,85.0,-202.0,0.46875,-8.41666666667,-0.46875,216.7,,,,,,,,,,,,
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,362.0,362.0,0.0,0.0,362.0,0.0,3.0,362.0,0.0,0.0,0.0,362.0,3.0,0.0,362.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,440.114650715,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,20.0,asymm_garage_wrench,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-12.2379499064,12.2379499064,384.0,0.0,384.0,-230.0,-7.0,correction awayHandle,70.0,239.0,0.397727272727,7.46875,0.397727272727,209.0,,,,,,,,,,,,
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,363.0,363.0,0.0,0.0,363.0,0.0,3.0,363.0,0.0,0.0,0.0,363.0,3.0,0.0,363.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,356.216336421,psycho,bouton 1,bouton 2,French,black,32.0,A,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,21.0,asymm_garage_paintbrush,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-26.6698663165,26.6698663165,384.0,0.0,384.0,180.0,5.0,correction awayHandle,102.0,-183.0,0.578449905482,-5.65979381443,0.578449905482,92.1,-11.0,-177.0,-0.062381852552,-5.47422680412,-0.062381852552,199.5,55.0,-180.0,0.31190926276,-5.56701030928,0.31190926276,1432.2
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,364.0,364.0,0.0,0.0,364.0,0.0,3.0,364.0,0.0,0.0,0.0,364.0,3.0,0.0,364.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,462.759514095,psycho,bouton 1,bouton 2,French,black,32.0,B,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,ruler,NA,NA,21.0,symm_garage_ruler,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,6.9911555367,-6.9911555367,384.0,0.0,384.0,203.0,5.0,correction awayHandle,-22.0,-214.0,-0.124528301887,-6.55102040816,0.124528301887,89.6,67.0,-214.0,0.379245283019,-6.55102040816,-0.379245283019,163.1,-96.0,-213.0,-0.543396226415,-6.52040816327,0.543396226415,288.0
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,365.0,365.0,0.0,0.0,365.0,0.0,3.0,365.0,0.0,0.0,0.0,365.0,3.0,0.0,365.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,343.846645442,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,20.0,symm_kitchen_carrot,no,4.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,7.0531931784,-7.0531931784,384.0,0.0,384.0,-228.0,-7.0,correction awayHandle,30.0,225.0,0.207373271889,6.88775510204,0.207373271889,91.5,14.0,222.0,0.0967741935484,6.79591836735,0.0967741935484,91.6,-68.0,221.0,-0.470046082949,6.76530612245,-0.470046082949,156.0
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,366.0,366.0,0.0,0.0,366.0,0.0,3.0,366.0,0.0,0.0,0.0,366.0,3.0,0.0,366.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,446.710046321,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,22.0,asymm_garage_chisel,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,24.5764355818,-24.5764355818,384.0,0.0,384.0,214.0,6.0,correction towardsHandle,16.0,-201.0,0.0909090909091,-8.375,0.0909090909091,151.9,51.0,-223.0,0.289772727273,-9.29166666667,0.289772727273,3262.1,,,,,,
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,367.0,367.0,0.0,0.0,367.0,0.0,3.0,367.0,0.0,0.0,0.0,367.0,3.0,0.0,367.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,341.869912665,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,21.0,asymm_kitchen_spoon2,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-15.6887769186,15.6887769186,384.0,0.0,384.0,200.0,5.0,correction awayHandle,-53.0,-199.0,-0.301136363636,-4.6640625,-0.301136363636,152.1,-6.0,-215.0,-0.0340909090909,-5.0390625,-0.0340909090909,3111.1,,,,,,
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,368.0,368.0,0.0,0.0,368.0,0.0,3.0,368.0,0.0,0.0,0.0,368.0,3.0,0.0,368.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,378.68662795,psycho,bouton 1,bouton 2,French,black,32.0,B,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,22.0,asymm_kitchen_fork,no,6.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,32.1684136693,-32.1684136693,384.0,0.0,384.0,227.0,6.0,correction awayHandle,-98.0,-224.0,-0.524064171123,-6.92783505155,0.524064171123,189.7,12.0,-231.0,0.0641711229947,-7.14432989691,-0.0641711229947,442.1,,,,,,
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,369.0,369.0,0.0,0.0,369.0,0.0,3.0,369.0,0.0,0.0,0.0,369.0,3.0,0.0,369.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,478.725019469,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,20.0,asymm_kitchen_knife,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,1.8152410452,-1.8152410452,384.0,0.0,384.0,-199.0,-6.0,correction awayHandle,66.0,188.0,0.374291115312,8.8125,0.374291115312,92.4,-59.0,199.0,-0.334593572779,9.328125,-0.334593572779,191.0,-6.0,211.0,-0.0340264650284,9.890625,-0.0340264650284,479.9
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,370.0,370.0,0.0,0.0,370.0,0.0,3.0,370.0,0.0,0.0,0.0,370.0,3.0,0.0,370.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,400.86598735,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,21.0,asymm_garage_chisel2,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-3.6930493496,3.6930493496,384.0,0.0,384.0,-209.0,-7.0,correction awayHandle,-61.0,208.0,-0.351923076923,7.09090909091,-0.351923076923,91.3,14.0,205.0,0.0807692307692,6.98863636364,0.0807692307692,182.6,-29.0,204.0,-0.167307692308,6.95454545455,-0.167307692308,2649.4
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,371.0,371.0,0.0,0.0,371.0,0.0,3.0,371.0,0.0,0.0,0.0,371.0,3.0,0.0,371.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,475.021030975,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,21.0,asymm_garage_screwdriver,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-59.4625216496,59.4625216496,384.0,0.0,384.0,171.0,5.0,correction towardsHandle,-1.0,-174.0,-0.00567107750473,-6.44444444444,0.00567107750473,243.5,61.0,-173.0,0.345935727788,-6.40740740741,-0.345935727788,1087.1,,,,,,
